君子	くんし
継子	けいし
原子	げんし
格子	こうし
孝子	こうし
骨子	こっし
妻子	さいし
才子	さいし
冊子	さっし
里子	さとご
嗣子	しし
実子	じっし
杓子	しゃくし
種子	しゅし
繻子	しゅす
障子	しょうじ
庶子	しょし
女子	じょし
親子	しんし
末子	すえこ
末子	すえっこ
厨子	ずし
扇子	せんす
太子	たいし
団子	だんご
男子	だんし
嫡子	ちゃくし
調子	ちょうし
銚子	ちょうし
長子	ちょうし
妻子	つまこ
梃子	てこ
弟子	でし
天子	てんし
電子	でんし
年子	としご
鳴子	なるこ
梯子	はしご
末子	ばっし
拍子	ひょうし
父子	ふし
分子	ぶんし
胞子	ほうし
帽子	ぼうし
母子	ぼし
馬子	まご
末子	まっし
継子	ままこ
息子	むすこ
面子	めんつ
養子	ようし
楊子	ようじ
様子	ようす
呼子	よびこ
利子	りし
粒子	りゅうし

偶像	17
偶数	ぐうすう
偶然	ぐうぜん
偶発	ぐうはつ
映像	えいぞう
画像	えぞう
画像	がぞう
胸像	きょうぞう
群像	ぐんぞう
現像	げんぞう
肖像	しょうぞう
石像	せきぞう
想像	そうぞう
塑像	そぞう
彫像	ちょうぞう
銅像	どうぞう
仏像	ぶつぞう
立像	りつぞう

偶感	25
偶数	ぐうすう
偶然	ぐうぜん
偶像	ぐうぞう
偶発	ぐうはつ
音感	おんかん
快感	かいかん
共感	きょうかん
好感	こうかん
五感	ごかん
語感	ごかん
雑感	ざっかん
実感	じっかん
所感	しょかん
善感	ぜんかん
体感	たいかん
直感	ちょっかん
痛感	つうかん
同感	どうかん
鈍感	どんかん
反感	はんかん
万感	ばんかん
敏感	びんかん
予感	よかん
流感	りゅうかん
霊感	れいかん

偶数	66
偶然	ぐうぜん
偶像	ぐうぞう
偶発	ぐうはつ
頭数	あたまかず
異数	いすう
因数	いんすう
員数	いんずう
回数	かいすう
概数	がいすう
函数	かんすう
基数	きすう
奇数	きすう
逆数	ぎゃくすう
級数	きゅうすう
口数	くちかず
係数	けいすう
計数	けいすう
件数	けんすう
戸数	こすう
算数	さんすう
指数	しすう
紙数	しすう
実数	じっすう
小数	しょうすう
少数	しょうすう
乗数	じょうすう
常数	じょうすう
序数	じょすう
除数	じょすう
整数	せいすう
正数	せいすう
総数	そうすう
素数	そすう
対数	たいすう
代数	だいすう
多数	たすう
打数	だすう
単数	たんすう
中数	ちゅうすう
定数	ていすう
手数	てかず
手数	てすう
点数	てんすう
同数	どうすう
度数	どすう
日数	にっすう
人数	にんず
人数	にんずう
年数	ねんすう
倍数	ばいすう
場数	ばかず
搏数	はくすう
端数	はすう
半数	はんすう
日数	ひかず
人数	ひとかず
複数	ふくすう
負数	ふすう
部数	ぶすう
分数	ぶんすう
変数	へんすう
間数	まかず
無数	むすう
命数	めいすう
約数	やくすう
有数	ゆうすう

偶然	64
偶数	ぐうすう
偶像	ぐうぞう
偶発	ぐうはつ
唖然	あぜん
暗然	あんぜん
依然	いぜん
隠然	いんぜん
画然	かくぜん
愕然	がくぜん
俄然	がぜん
敢然	かんぜん
毅然	きぜん
決然	けつぜん
顕然	けんぜん
厳然	げんぜん
公然	こうぜん
昂然	こうぜん
浩然	こうぜん
轟然	ごうぜん
傲然	ごうぜん
忽然	こつぜん
忽然	こつねん
渾然	こんぜん
索然	さくぜん
雑然	ざつぜん
潸然	さんぜん
自然	しぜん
自然	じねん
釈然	しゃくぜん
粛然	しゅくぜん
純然	じゅんぜん
悄然	しょうぜん
整然	せいぜん
全然	ぜんぜん
騒然	そうぜん
泰然	たいぜん
端然	たんぜん
断然	だんぜん
超然	ちょうぜん
天然	てんねん
当然	とうぜん
陶然	とうぜん
同然	どうぜん
突然	とつぜん
沛然	はいぜん
漠然	ばくぜん
判然	はんぜん
必然	ひつぜん
飄然	ひょうぜん
憤然	ふんぜん
奮然	ふんぜん
平然	へいぜん
茫然	ぼうぜん
勃然	ぼつぜん
本然	ほんぜん
翻然	ほんぜん
本然	ほんねん
漫然	まんぜん
未然	みぜん
猛然	もうぜん
悠然	ゆうぜん
慄然	りつぜん
瞭然	りょうぜん
歴然	れきぜん

偶然	64
偶数	ぐうすう
偶像	ぐうぞう
偶発	ぐうはつ
唖然	あぜん
暗然	あんぜん
依然	いぜん
隠然	いんぜん
画然	かくぜん
愕然	がくぜん
俄然	がぜん
敢然	かんぜん
毅然	きぜん
決然	けつぜん
顕然	けんぜん
厳然	げんぜん
公然	こうぜん
昂然	こうぜん
浩然	こうぜん
轟然	ごうぜん
傲然	ごうぜん
忽然	こつぜん
忽然	こつねん
渾然	こんぜん
索然	さくぜん
雑然	ざつぜん
潸然	さんぜん
自然	しぜん
自然	じねん
釈然	しゃくぜん
粛然	しゅくぜん
純然	じゅんぜん
悄然	しょうぜん
整然	せいぜん
全然	ぜんぜん
騒然	そうぜん
泰然	たいぜん
端然	たんぜん
断然	だんぜん
超然	ちょうぜん
天然	てんねん
当然	とうぜん
陶然	とうぜん
同然	どうぜん
突然	とつぜん
沛然	はいぜん
漠然	ばくぜん
判然	はんぜん
必然	ひつぜん
飄然	ひょうぜん
憤然	ふんぜん
奮然	ふんぜん
平然	へいぜん
茫然	ぼうぜん
勃然	ぼつぜん
本然	ほんぜん
翻然	ほんぜん
本然	ほんねん
漫然	まんぜん
未然	みぜん
猛然	もうぜん
悠然	ゆうぜん
慄然	りつぜん
瞭然	りょうぜん
歴然	れきぜん

偶発	39
偶数	ぐうすう
偶然	ぐうぜん
偶像	ぐうぞう
開発	かいはつ
活発	かっぱつ
渙発	かんぱつ
揮発	きはつ
啓発	けいはつ
激発	げきはつ
後発	こうはつ
告発	こくはつ
再発	さいはつ
散発	さんぱつ
始発	しはつ
自発	じはつ
終発	しゅうはつ
出発	しゅっぱつ
蒸発	じょうはつ
触発	しょくはつ
初発	しょはつ
先発	せんぱつ
双発	そうはつ
増発	ぞうはつ
続発	ぞくはつ
多発	たはつ
単発	たんぱつ
徴発	ちょうはつ
挑発	ちょうはつ
摘発	てきはつ
突発	とっぱつ
爆発	ばくはつ
反発	はんぱつ
不発	ふはつ
奮発	ふんぱつ
併発	へいはつ
暴発	ぼうはつ
勃発	ぼっぱつ
濫発	らんぱつ
連発	れんぱつ

優一	30
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
帰一	きいつ
均一	きんいつ
合一	ごういつ
純一	じゅんいつ
随一	ずいいち
専一	せんいつ
第一	だいいち
単一	たんいつ
逐一	ちくいち
統一	とういつ
同一	どういつ
唯一	ゆいいつ

優三	20
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
再三	さいさん
二三	にさん

優也	18
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ

優二	20
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
一二	いちに
無二	むに

優仁	19
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
寛仁	かんじん

優介	23
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
魚介	ぎょかい
紹介	しょうかい
仲介	ちゅうかい
媒介	ばいかい
厄介	やっかい

優位	48
優形	やさがた
優渥	ゆうあく
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
栄位	えいい
王位	おうい
下位	かい
各位	かくい
学位	がくい
冠位	かんい
官位	かんい
気位	きぐらい
空位	くうい
皇位	こうい
高位	こうい
在位	ざいい
首位	しゅい
順位	じゅんい
叙位	じょい
上位	じょうい
譲位	じょうい
水位	すいい
即位	そくい
退位	たいい
単位	たんい
地位	ちい
低位	ていい
帝位	ていい
転位	てんい
電位	でんい
同位	どうい
品位	ひんい
風位	ふうい
方位	ほうい
本位	ほんい

優作	65
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
秋作	あきさく
稲作	いなさく
裏作	うらさく
改作	かいさく
佳作	かさく
家作	かさく
合作	がっさく
間作	かんさく
偽作	ぎさく
旧作	きゅうさく
凶作	きょうさく
劇作	げきさく
傑作	けっさく
原作	げんさく
工作	こうさく
耕作	こうさく
小作	こさく
試作	しさく
自作	じさく
習作	しゅうさく
所作	しょさ
新作	しんさく
制作	せいさく
製作	せいさく
拙作	せっさく
操作	そうさ
造作	ぞうさ
創作	そうさく
造作	ぞうさく
大作	たいさく
代作	だいさく
多作	たさく
駄作	ださく
著作	ちょさく
動作	どうさ
農作	のうさく
畑作	はたさく
不作	ふさく
米作	べいさく
豊作	ほうさく
発作	ほっさ
満作	まんさく
名作	めいさく
力作	りきさく
輪作	りんさく
連作	れんさく
労作	ろうさく

優作	65
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
秋作	あきさく
稲作	いなさく
裏作	うらさく
改作	かいさく
佳作	かさく
家作	かさく
合作	がっさく
間作	かんさく
偽作	ぎさく
旧作	きゅうさく
凶作	きょうさく
劇作	げきさく
傑作	けっさく
原作	げんさく
工作	こうさく
耕作	こうさく
小作	こさく
試作	しさく
自作	じさく
習作	しゅうさく
所作	しょさ
新作	しんさく
制作	せいさく
製作	せいさく
拙作	せっさく
操作	そうさ
造作	ぞうさ
創作	そうさく
造作	ぞうさく
大作	たいさく
代作	だいさく
多作	たさく
駄作	ださく
著作	ちょさく
動作	どうさ
農作	のうさく
畑作	はたさく
不作	ふさく
米作	べいさく
豊作	ほうさく
発作	ほっさ
満作	まんさく
名作	めいさく
力作	りきさく
輪作	りんさく
連作	れんさく
労作	ろうさく

優先	42
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
後先	あとさき
衿先	えりさき
縁先	えんさき
肩先	かたさき
機先	きせん
口先	くちさき
幸先	さいさき
舌先	したさき
祖先	そせん
率先	そっせん
旅先	たびさき
筒先	つつさき
手先	てさき
出先	でさき
庭先	にわさき
軒先	のきさき
鼻先	はなさき
春先	はるさき
筆先	ふでさき
穂先	ほさき
真先	まっさき
店先	みせさき
目先	めさき
矢先	やさき
指先	ゆびさき

優劣	22
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
愚劣	ぐれつ
下劣	げれつ
拙劣	せつれつ
卑劣	ひれつ
陋劣	ろうれつ

優勝	33
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
圧勝	あっしょう
快勝	かいしょう
奇勝	きしょう
景勝	けいしょう
決勝	けっしょう
健勝	けんしょう
殊勝	しゅしょう
常勝	じょうしょう
辛勝	しんしょう
戦勝	せんしょう
全勝	ぜんしょう
大勝	たいしょう
探勝	たんしょう
必勝	ひっしょう
名勝	めいしょう
連勝	れんしょう

優勢	54
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
威勢	いせい
運勢	うんせい
多勢	おおぜい
加勢	かせい
火勢	かせい
気勢	きせい
強勢	きょうせい
去勢	きょせい
虚勢	きょせい
軍勢	ぐんぜい
形勢	けいせい
権勢	けんせい
現勢	げんせい
攻勢	こうせい
豪勢	ごうせい
国勢	こくせい
語勢	ごせい
姿勢	しせい
市勢	しせい
時勢	じせい
守勢	しゅせい
情勢	じょうせい
助勢	じょせい
水勢	すいせい
趨勢	すうせい
総勢	そうぜい
態勢	たいせい
大勢	たいせい
多勢	たぜい
地勢	ちせい
手勢	てぜい
同勢	どうぜい
筆勢	ひっせい
病勢	びょうせい
無勢	ぶぜい
余勢	よせい
劣勢	れっせい

優占	20
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
辻占	つじうら
独占	どくせん

優司	23
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
行司	ぎょうじ
下司	げす
公司	こうし
上司	じょうし
曹司	ぞうし

優哉	18
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ

優太	23
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
先太	さきぶと
心太	ところてん
肉太	にくぶと
筆太	ふでぶと
丸太	まるた

優子	85
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
赤子	あかご
椅子	いす
因子	いんし
氏子	うじこ
王子	おうじ
親子	おやこ
碍子	がいし
菓子	かし
甲子	きのえね
餃子	ぎょおざ
金子	きんす
君子	くんし
継子	けいし
原子	げんし
格子	こうし
孝子	こうし
骨子	こっし
妻子	さいし
才子	さいし
冊子	さっし
里子	さとご
嗣子	しし
実子	じっし
杓子	しゃくし
種子	しゅし
繻子	しゅす
障子	しょうじ
庶子	しょし
女子	じょし
親子	しんし
末子	すえこ
末子	すえっこ
厨子	ずし
扇子	せんす
太子	たいし
団子	だんご
男子	だんし
嫡子	ちゃくし
調子	ちょうし
銚子	ちょうし
長子	ちょうし
妻子	つまこ
梃子	てこ
弟子	でし
天子	てんし
電子	でんし
年子	としご
鳴子	なるこ
梯子	はしご
末子	ばっし
拍子	ひょうし
父子	ふし
分子	ぶんし
胞子	ほうし
帽子	ぼうし
母子	ぼし
馬子	まご
末子	まっし
継子	ままこ
息子	むすこ
面子	めんつ
養子	ようし
楊子	ようじ
様子	ようす
呼子	よびこ
利子	りし
粒子	りゅうし

優待	23
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
応待	おうたい
款待	かんたい
期待	きたい
虐待	ぎゃくたい
招待	しょうたい
接待	せったい

優性	60
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
合性	あいしょう
悪性	あくしょう
悪性	あくせい
異性	いせい
陰性	いんせい
感性	かんせい
慣性	かんせい
気性	きしょう
急性	きゅうせい
個性	こせい
悟性	ごせい
根性	こんじょう
酸性	さんせい
資性	しせい
習性	しゅうせい
女性	じょせい
心性	しんせい
真性	しんせい
属性	ぞくせい
惰性	だせい
弾性	だんせい
男性	だんせい
知性	ちせい
中性	ちゅうせい
敵性	てきせい
適性	てきせい
天性	てんせい
同性	どうせい
徳性	とくせい
特性	とくせい
女性	にょしょう
品性	ひんせい
変性	へんせい
母性	ぼせい
本性	ほんしょう
本性	ほんせい
慢性	まんせい
無性	むしょう
野性	やせい
陽性	ようせい
理性	りせい
両性	りょうせい
劣性	れっせい

優斗	19
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
漏斗	ろうと

優梨	18
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ

優樹	20
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
果樹	かじゅ
植樹	しょくじゅ

優次	29
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
一次	いちじ
今次	こんじ
順次	じゅんじ
席次	せきじ
漸次	ぜんじ
逐次	ちくじ
途次	とじ
年次	ねんじ
目次	もくじ
累次	るいじ
路次	ろじ

優治	31
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
根治	こんじ
根治	こんち
自治	じち
主治	しゅじ
政治	せいじ
全治	ぜんじ
全治	ぜんち
退治	たいじ
湯治	とうじ
統治	とうち
法治	ほうち
明治	めいじ
療治	りょうじ

優渥	17
優形	やさがた
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ

優生	65
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
一生	いっしょう
衛生	えいせい
往生	おうじょう
回生	かいせい
学生	がくせい
寄生	きせい
教生	きょうせい
原生	げんせい
厚生	こうせい
抗生	こうせい
更生	こうせい
後生	ごしょう
互生	ごせい
今生	こんじょう
再生	さいせい
死生	しせい
芝生	しばふ
写生	しゃせい
終生	しゅうせい
衆生	しゅじょう
出生	しゅっしょう
出生	しゅっせい
小生	しょうせい
書生	しょせい
新生	しんせい
人生	じんせい
殺生	せっしょう
先生	せんせい
双生	そうせい
叢生	そうせい
簇生	ぞくせい
蘇生	そせい
胎生	たいせい
誕生	たんじょう
畜生	ちくしょう
派生	はせい
発生	はっせい
半生	はんせい
畢生	ひっせい
平生	へいぜい
実生	みしょう
密生	みっせい
民生	みんせい
野生	やせい
養生	ようじょう
余生	よせい
卵生	らんせい

優秀	18
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
優等	ゆうとう
優に	ゆうに
優美	ゆうび
優良	ゆうりょう
優劣	ゆうれつ
閨秀	けいしゅう

優等	37
優形	やさがた
優渥	ゆうあく
優位	ゆうい
優越	ゆうえつ
優雅	ゆうが
優遇	ゆうぐう
優秀	ゆうしゅう
優柔	ゆうじゅう
優勝	ゆうしょう
優勢	ゆうせい
優性	ゆうせい
優先	ゆうせん
優待	ゆうたい
